Age,Gender,Education,Person Income,Employee Experience,Home Onwership,Loan Amount,Loan Intent,Loan interest Rate,Loan percentage,Credit History,Credit Score,Previous Loan,Loan Status
21,0,4,55113,0,3,24000,1,16.29,0.44,2,645,0,1
25,1,1,63361,2,3,24000,4,10.74,0.38,2,592,0,1
22,0,0,22107,4,0,2250,1,15.27,0.1,3,636,1,0
24,0,1,57356,3,3,24000,4,17.8,0.42,2,672,0,1
22,0,1,21790,0,0,1000,5,11.36,0.05,2,686,1,0
22,0,3,59680,0,3,24000,3,17.56,0.4,4,590,0,1
26,0,4,72720,2,3,24000,4,7.9,0.33,4,636,0,1
25,0,3,73024,5,3,24000,4,10.99,0.33,4,580,0,1
22,1,1,73110,0,3,24000,4,7.29,0.33,3,674,0,1
21,0,0,72902,0,3,24000,3,10.75,0.33,2,601,0,1
26,0,3,75416,4,3,24000,0,7.9,0.32,3,620,0,1
22,1,4,75959,0,3,24000,1,14.84,0.32,2,642,0,1
26,1,0,79222,7,3,24000,0,11.01,0.3,2,616,0,1
22,0,0,21824,0,0,4975,1,11.01,0.23,3,588,0,1
23,1,3,71875,1,3,24000,0,19.69,0.33,2,585,0,1
23,1,1,80313,1,3,24000,5,11.01,0.3,4,632,0,1
24,1,3,72647,5,3,24000,5,14.96,0.33,4,556,0,1
25,1,1,80492,4,3,24000,1,6.99,0.3,3,602,0,1
22,1,3,75646,0,3,24000,4,16.45,0.32,4,639,0,1
24,1,0,85223,3,3,24000,1,10.99,0.28,4,603,0,1
23,1,0,89735,2,3,24000,0,10.99,0.27,2,689,0,1
22,1,3,22364,4,2,3000,4,7.9,0.13,4,672,0,1
22,0,4,90780,2,3,24000,1,12.69,0.26,4,499,0,1
24,1,1,90889,1,3,24000,3,10.37,0.26,3,643,0,1
24,1,1,90911,2,3,24000,2,11.01,0.26,3,589,0,1
26,1,4,83953,2,3,24000,0,15.83,0.29,3,646,0,1
23,1,0,94644,1,3,24000,4,13.92,0.25,3,613,0,1
22,0,3,22616,0,2,2000,5,11.49,0.09,3,567,0,0
24,0,1,96989,4,3,24000,3,10.25,0.25,2,603,0,0
22,0,0,22867,3,2,3500,2,7.49,0.15,4,647,0,1
23,0,4,22583,1,2,4000,1,5.99,0.18,2,645,0,1
23,0,1,90900,0,3,24000,4,12.92,0.26,2,672,0,1
26,0,4,107641,6,3,24000,4,11.58,0.22,3,648,0,0
25,1,3,114870,4,3,24000,1,8.9,0.21,2,653,0,0
22,1,1,100479,0,3,24000,0,19.69,0.24,3,590,0,1
25,0,4,114958,2,3,24000,5,6.54,0.21,4,704,1,0
21,0,4,22882,0,2,4900,2,14.54,0.21,4,674,0,1
21,0,1,22392,0,2,5000,1,11.11,0.22,2,594,0,1
26,0,3,120498,5,3,24000,4,12.73,0.2,4,626,0,0
24,0,4,132873,2,3,24000,5,15.62,0.18,4,701,1,0
24,1,0,22635,3,2,6250,2,6.54,0.28,4,602,0,1
22,0,0,118299,0,3,24000,0,11.01,0.2,2,503,0,1
26,0,0,125665,5,3,24000,0,20.0,0.19,4,657,0,1
22,0,3,144904,0,3,24000,1,9.91,0.17,4,638,0,0
24,0,1,144882,2,3,24000,5,12.69,0.17,4,646,1,0
26,1,0,130649,4,3,24000,1,20.0,0.18,3,678,0,1
24,1,4,149622,4,3,24000,4,16.49,0.16,4,684,1,0
23,1,1,22957,1,0,2500,3,15.95,0.11,2,594,0,1
24,1,4,157225,1,3,24000,0,11.49,0.15,3,538,1,0
25,0,1,163004,3,3,24000,4,10.99,0.15,2,662,0,0
24,1,3,163035,2,3,24000,2,13.79,0.15,2,636,1,0
23,1,4,138731,0,3,24000,3,20.0,0.17,3,613,0,1
23,0,0,180804,1,3,24000,1,7.49,0.13,4,573,1,0
23,1,4,166378,0,3,24000,0,16.0,0.14,2,714,0,1
24,1,0,22684,0,2,13000,4,7.88,0.57,3,640,0,1
21,1,1,22366,0,2,6250,5,10.62,0.28,4,637,0,1
26,0,3,187161,7,3,24000,0,10.99,0.13,4,633,1,0
26,1,1,178439,0,3,24000,1,18.3,0.13,2,615,0,1
26,1,1,204962,2,3,24000,0,11.01,0.12,2,552,1,0
21,1,1,22673,0,2,2500,4,11.36,0.11,3,670,1,0
24,1,0,53633,4,3,23975,2,11.01,0.45,2,678,0,1
23,0,4,144983,2,3,23750,3,13.47,0.16,2,676,0,0
24,0,3,67032,2,3,23600,4,11.89,0.35,3,624,0,1
24,1,3,22664,0,0,10000,0,12.18,0.44,2,649,0,1
25,1,3,123299,0,3,23600,0,13.49,0.19,4,555,1,0
23,0,0,91275,0,3,23575,4,14.5,0.26,4,613,0,1
22,1,1,22564,1,2,4000,3,11.01,0.18,2,684,0,1
22,1,1,22786,0,2,5400,3,15.31,0.24,2,647,0,1
25,1,3,22450,4,0,4000,3,11.01,0.18,3,580,0,1
21,0,1,22666,0,2,3375,5,11.01,0.15,2,630,0,1
22,1,1,81701,1,3,23400,5,7.49,0.29,2,589,0,1
22,1,3,52984,0,3,23000,4,11.01,0.43,3,621,0,1
25,0,4,68579,1,3,23000,1,11.01,0.34,2,665,0,1
23,0,1,73014,0,3,23000,5,12.18,0.32,4,668,0,1
24,0,1,22608,2,0,1200,5,11.34,0.05,4,615,1,0
25,0,3,76932,2,3,23000,1,9.91,0.3,3,604,0,1
24,1,3,78955,1,3,23000,2,11.99,0.29,4,620,0,1
23,1,4,82567,0,3,23000,1,9.62,0.28,2,558,0,1
22,1,1,22466,0,2,3000,0,9.96,0.13,3,603,0,1
25,1,1,97251,2,3,23000,5,11.01,0.24,2,683,1,0
24,1,0,106607,1,3,23000,5,14.54,0.22,2,641,0,1
22,1,1,71385,0,3,22750,3,11.36,0.32,4,521,0,1
23,0,1,84865,3,3,22500,0,14.27,0.27,2,655,0,1
24,1,1,22789,1,2,3000,2,11.99,0.13,3,663,0,1
26,0,1,84801,4,3,22500,1,18.99,0.27,2,605,0,1
24,1,1,88421,4,3,22400,5,16.7,0.25,4,708,0,1
24,1,3,23071,3,0,5000,4,9.32,0.22,3,571,0,1
23,1,1,43042,1,3,22250,0,12.69,0.52,3,678,0,1
25,0,3,53119,1,3,22000,2,13.11,0.41,2,597,0,1
25,1,1,63311,1,3,22000,4,10.74,0.35,2,689,0,1
21,1,1,23597,0,0,4200,4,14.11,0.18,4,675,0,1
22,0,3,69308,1,3,22000,1,9.63,0.32,3,591,0,1
25,0,3,70598,5,3,22000,3,14.65,0.31,2,616,0,1
23,0,3,73044,0,3,22000,0,10.25,0.3,4,640,0,1
24,1,1,73043,0,3,22000,5,14.26,0.3,2,593,0,1
25,0,1,23627,4,0,3000,1,9.91,0.13,2,649,0,1
26,1,1,68198,4,3,22000,3,17.19,0.32,3,645,0,1
22,0,3,85089,0,3,22000,1,11.36,0.26,4,537,0,1
22,0,1,80358,0,3,22000,1,11.01,0.27,2,635,0,1
23,0,1,90025,0,3,22000,0,10.59,0.24,3,640,1,0
24,0,4,93232,2,3,22000,1,9.25,0.24,2,625,0,0
22,0,4,23497,0,2,3625,3,8.49,0.15,3,557,0,1
26,1,0,93314,8,3,22000,5,6.54,0.24,3,643,0,0
21,0,0,23543,0,2,6000,3,8.49,0.25,3,631,0,1
24,1,1,97038,0,3,22000,3,11.01,0.23,4,653,1,0
26,0,0,100246,1,3,22000,5,12.69,0.22,2,623,1,0
24,0,1,23667,3,2,7400,3,13.85,0.31,2,662,0,1
25,1,0,23719,2,2,4000,0,7.4,0.17,3,667,0,1
23,1,3,101575,1,3,22000,0,11.71,0.22,4,586,0,0
25,0,4,94168,3,3,22000,4,11.48,0.23,3,719,0,1
25,1,4,99394,1,3,22000,1,17.51,0.22,2,646,0,1
21,1,3,23504,0,0,3500,0,14.61,0.15,3,646,0,1
23,1,1,120500,3,3,22000,0,7.88,0.18,4,646,0,0
23,0,1,133195,1,3,22000,4,11.01,0.17,3,643,1,0
22,1,1,24148,1,0,4950,4,11.71,0.2,2,594,0,1
25,1,1,69353,1,3,21700,4,11.99,0.31,2,664,0,1
24,1,3,65946,0,3,21600,5,13.49,0.33,2,605,0,1
23,0,3,68677,0,3,21600,3,20.0,0.31,4,646,0,1
26,0,0,76687,3,3,21600,0,14.35,0.28,3,655,0,1
22,0,1,99087,0,3,21600,4,13.61,0.22,3,597,0,0
22,1,3,94523,0,3,21600,0,11.26,0.23,3,679,0,1
22,0,3,24092,0,2,2400,5,10.59,0.1,3,654,0,0
24,0,1,135365,1,3,21600,3,7.9,0.16,2,556,0,0
24,1,0,24420,2,0,7000,2,5.99,0.29,4,694,0,1
25,1,3,23948,3,2,3000,1,11.99,0.13,4,587,0,1
24,0,0,71718,2,3,21500,3,16.89,0.3,3,620,0,1
24,0,4,84999,0,3,21500,2,9.99,0.25,3,701,0,1
24,0,3,140396,4,3,21500,1,15.33,0.15,3,572,1,0
25,1,3,73404,4,3,21450,1,7.29,0.29,4,671,0,1
22,1,3,38473,0,3,21250,0,12.42,0.55,3,599,0,1
25,1,0,57546,3,3,21250,5,10.99,0.37,2,610,0,1
25,1,1,62422,4,3,21250,5,6.91,0.34,2,588,0,1
22,1,1,23993,1,0,5000,0,14.17,0.21,2,691,0,1
22,1,3,64732,0,3,21250,3,10.25,0.33,3,645,0,1
26,1,0,23955,2,2,9250,1,11.01,0.39,2,618,0,1
24,1,1,68154,2,3,21250,5,15.95,0.31,3,672,0,1
24,0,0,79138,2,3,21250,1,15.95,0.27,4,650,0,1
21,1,3,42536,0,3,21000,5,12.53,0.49,4,687,0,1
22,1,0,23888,0,0,1400,2,14.91,0.06,4,535,0,1
23,1,0,24013,0,0,3000,3,11.01,0.12,4,604,0,1
26,0,1,48929,6,3,21000,3,6.54,0.43,4,601,0,1
25,0,0,24121,1,2,1000,5,11.01,0.04,3,612,1,0
26,1,1,51379,5,3,21000,3,17.26,0.41,4,666,0,1
23,1,3,76364,0,3,21000,3,11.36,0.27,2,645,0,1
26,1,1,24297,3,0,4000,5,7.51,0.16,4,678,0,1
22,0,1,71599,0,3,21000,4,10.71,0.29,3,644,0,1
22,1,0,85496,1,3,21000,4,13.98,0.25,4,614,1,0
26,0,0,79163,3,3,21000,0,14.09,0.27,3,627,0,1
22,1,4,90944,0,3,21000,1,10.0,0.23,3,523,1,0
22,0,4,23973,0,0,5000,3,15.33,0.21,3,571,0,1
25,0,3,75181,4,3,21000,3,16.32,0.28,4,546,0,1
24,0,0,95767,2,3,21000,2,7.9,0.22,2,640,0,0
23,0,4,96788,1,3,21000,3,11.99,0.22,3,648,1,0
24,1,3,101708,2,3,21000,3,10.75,0.21,4,593,0,0
26,1,0,103023,4,3,21000,2,13.92,0.2,3,658,1,0
22,1,1,113027,2,3,21000,1,9.91,0.19,3,701,0,0
26,0,1,98366,4,3,21000,1,16.95,0.21,3,702,0,1
26,1,0,117668,0,3,21000,1,7.9,0.18,3,711,1,0
26,1,1,117297,4,3,21000,1,11.01,0.18,3,570,1,0
25,0,0,120885,4,3,21000,4,16.49,0.17,3,637,0,1
26,0,0,24183,5,1,7500,4,11.97,0.31,2,621,0,1
21,1,3,23664,1,0,6250,0,6.17,0.26,3,637,0,1
26,1,0,150692,7,3,21000,2,8.9,0.14,2,534,0,0
25,0,3,151100,2,3,21000,1,12.99,0.14,3,577,1,0
23,1,1,99197,1,3,20900,4,12.69,0.21,2,638,0,0
21,0,0,24468,0,0,15000,1,9.64,0.61,2,548,0,1
26,0,3,61015,2,3,20500,5,7.49,0.34,3,676,0,1
23,1,0,84845,0,3,20500,1,13.16,0.24,3,641,0,0
22,0,0,24872,0,2,2100,1,8.38,0.08,4,630,1,0
123,0,3,97140,101,3,20400,1,10.25,0.21,3,805,1,0
23,1,1,65613,0,3,20375,4,7.49,0.31,2,518,0,1
26,1,3,32325,4,3,20050,1,9.76,0.62,2,652,0,1
24,0,0,40881,0,3,20000,0,10.99,0.49,3,600,0,1
23,1,0,24766,0,2,5000,4,11.71,0.2,4,649,0,0
22,0,0,24995,0,2,9250,4,10.65,0.37,4,576,1,0
24,1,4,43287,0,3,20000,3,12.53,0.46,4,600,0,1
25,1,1,46375,2,3,20000,3,14.59,0.43,4,654,0,1
23,0,3,39416,0,3,20000,0,12.61,0.51,4,593,0,1
25,1,0,46636,2,3,20000,3,13.11,0.43,2,614,0,1
23,1,0,25168,0,0,6400,3,10.65,0.25,4,638,0,0
25,1,1,47473,3,3,20000,4,11.22,0.42,4,633,0,1
23,0,3,40632,0,3,20000,1,16.0,0.49,2,649,0,1
25,0,0,41468,2,3,20000,2,8.88,0.48,4,591,0,1
24,1,3,48897,2,3,20000,4,12.53,0.41,3,656,0,1
21,1,1,44226,0,3,20000,3,11.01,0.45,2,637,0,1
26,1,1,25012,3,0,4800,3,5.99,0.19,3,682,1,0
25,1,0,51210,4,3,20000,1,13.47,0.39,4,645,0,1
22,1,3,51305,1,3,20000,5,6.99,0.39,4,602,0,1
25,1,1,25295,3,2,5650,4,15.99,0.22,2,637,1,0
23,0,0,24930,0,0,3625,1,11.01,0.15,3,662,1,0
22,1,3,45716,0,3,20000,0,16.69,0.44,3,447,0,1
25,1,1,46683,3,3,20000,3,11.11,0.43,4,636,0,1
22,0,0,54870,0,3,20000,1,7.9,0.36,4,631,0,1
23,1,0,55291,3,3,20000,4,10.25,0.36,2,632,0,1
24,0,3,54919,4,3,20000,3,11.01,0.36,2,670,0,1
23,0,1,25141,0,2,1200,3,7.49,0.05,3,700,0,0
22,1,3,54899,0,3,20000,0,13.92,0.36,3,650,0,1
24,1,0,47903,0,3,20000,3,14.74,0.42,2,665,0,1
24,1,0,56744,0,3,20000,1,10.62,0.35,2,582,0,1
22,1,0,58440,0,3,20000,5,10.65,0.34,3,656,0,1
22,0,0,51628,0,3,20000,4,12.99,0.39,3,635,0,1
22,1,3,58859,1,3,20000,5,11.36,0.34,4,672,0,1
22,0,0,24521,0,2,7500,1,5.79,0.31,4,612,1,0
23,0,4,60235,4,3,20000,1,6.54,0.33,4,615,0,1
25,0,4,25654,6,0,4000,5,5.79,0.16,2,725,0,0
25,0,1,61114,1,3,20000,0,7.49,0.33,3,639,0,1
25,0,1,60990,1,3,20000,1,13.43,0.33,2,691,0,1
22,0,1,61072,0,3,20000,0,13.22,0.33,2,681,0,1
22,1,0,25229,1,2,5000,5,14.72,0.2,3,604,1,0
22,0,0,53980,0,3,20000,1,15.68,0.37,4,688,0,1
24,1,1,61918,2,3,20000,3,11.01,0.32,3,672,0,1
25,0,1,62299,3,3,20000,2,11.48,0.32,3,680,0,1
24,1,4,62192,3,3,20000,5,10.38,0.32,3,640,0,1
22,1,1,62045,0,3,20000,1,12.53,0.32,3,629,0,1
22,1,1,62350,1,3,20000,1,13.47,0.32,2,677,0,1
24,0,0,62508,0,3,20000,5,12.21,0.32,4,571,0,1
25,1,3,63607,2,3,20000,5,10.99,0.31,3,647,0,1
25,1,0,63921,3,3,20000,1,11.36,0.31,4,568,0,1
22,1,1,56273,0,3,20000,0,16.0,0.36,4,700,0,1
26,1,1,24569,4,0,1500,4,7.74,0.06,3,570,1,0
24,1,3,63481,3,3,20000,1,15.65,0.32,2,633,0,1
25,1,3,56451,0,3,20000,0,11.78,0.35,2,646,0,1
24,0,0,63897,0,3,20000,2,11.01,0.31,3,614,0,1
22,0,3,57193,0,3,20000,3,16.77,0.35,3,532,0,1
22,1,0,65874,0,3,20000,1,9.91,0.3,4,617,0,1
23,0,0,58705,3,3,20000,3,15.65,0.34,4,603,0,1
23,1,3,58236,2,3,20000,3,14.96,0.34,3,588,0,1
23,1,0,65738,0,3,20000,5,11.83,0.3,4,668,0,1
24,1,3,59765,2,3,20000,3,11.66,0.33,4,643,0,1
26,1,3,67019,2,3,20000,1,12.18,0.3,4,639,0,1
24,0,0,67265,2,3,20000,2,6.91,0.3,2,525,0,1
25,1,1,66906,3,3,20000,0,6.91,0.3,3,666,0,1
26,0,0,59603,7,3,20000,2,19.79,0.34,3,642,0,1
25,1,3,67174,2,3,20000,5,9.88,0.3,4,646,0,1
22,0,0,24993,1,0,16600,4,9.76,0.66,3,634,1,0
23,1,0,66844,0,3,20000,0,12.53,0.3,2,655,0,1
25,0,0,67482,6,3,20000,5,11.01,0.3,4,682,0,1
23,1,3,24853,0,0,7125,4,6.99,0.29,2,631,1,0
23,1,4,69387,2,3,20000,1,16.89,0.29,2,600,0,1
22,0,3,62379,0,3,20000,4,17.49,0.32,4,641,0,1
23,1,1,24853,0,0,2500,1,16.82,0.1,2,524,1,0
26,1,0,24751,2,0,3600,2,11.01,0.15,2,669,1,0
22,0,0,70529,1,3,20000,0,13.11,0.28,2,593,0,1
23,0,0,71255,2,3,20000,0,7.66,0.28,3,654,0,1
26,1,4,71761,3,3,20000,3,6.17,0.28,3,665,0,1
26,1,1,64550,8,3,20000,4,16.35,0.31,4,649,0,1
23,0,1,72969,1,3,20000,3,7.9,0.27,2,579,0,1
24,0,1,66060,4,3,20000,5,16.49,0.3,2,671,0,1
21,1,1,25666,0,2,3550,5,11.01,0.14,4,693,1,0
26,1,0,25229,3,0,7000,2,8.0,0.28,2,626,1,0
24,0,4,72762,6,3,20000,4,10.99,0.27,2,677,0,1
24,1,4,25451,3,2,7750,5,6.91,0.3,3,594,0,0
25,0,1,65742,1,3,20000,4,8.88,0.3,3,592,0,1
24,1,1,73352,1,3,20000,5,11.01,0.27,4,583,0,1
23,1,4,65733,0,3,20000,0,14.84,0.3,3,592,0,1
23,1,0,65802,3,3,20000,4,11.12,0.3,2,628,0,1
22,1,1,72562,1,3,20000,1,7.88,0.28,3,567,0,1
25,0,0,73028,1,3,20000,1,11.01,0.27,2,654,0,1
22,1,0,25537,0,0,6000,1,15.99,0.23,4,623,0,0
24,1,0,25526,1,0,5500,0,10.99,0.22,4,661,1,0
25,1,1,73266,1,3,20000,1,11.01,0.27,3,658,0,1
25,1,3,65555,1,3,20000,4,15.65,0.31,3,667,0,1
24,0,3,65678,4,3,20000,4,17.04,0.3,3,602,0,1
23,0,1,73286,3,3,20000,1,12.21,0.27,2,687,0,1
21,1,0,25416,1,2,1275,1,15.23,0.05,3,626,1,0
25,0,3,65967,6,3,20000,0,14.11,0.3,4,662,0,1
24,0,3,73202,1,3,20000,4,11.14,0.27,2,536,0,1
21,1,0,25710,0,2,2400,3,11.49,0.09,4,623,0,0
24,0,1,73058,3,3,20000,4,13.87,0.27,4,647,0,1
26,1,3,72650,3,3,20000,2,10.08,0.28,4,606,0,1
23,1,3,66301,2,3,20000,4,16.7,0.3,4,645,0,1
24,1,3,66951,2,3,20000,5,18.64,0.3,2,632,0,1
24,0,1,73899,0,3,20000,2,12.18,0.27,4,634,0,1
22,1,3,25644,2,2,3800,0,11.01,0.15,3,645,0,0
25,0,3,75578,2,3,20000,3,6.54,0.26,3,574,0,1
24,1,3,68349,3,3,20000,1,14.61,0.29,4,576,0,1
21,0,1,68120,0,3,20000,5,17.39,0.29,3,664,0,1
24,1,3,75484,2,3,20000,2,11.12,0.26,2,562,0,1
25,0,1,75802,2,3,20000,5,11.48,0.26,2,637,0,1
25,0,4,76733,2,3,20000,3,12.42,0.26,3,656,0,1
26,1,1,70484,4,3,20000,0,10.25,0.28,2,590,0,1
23,0,1,78886,1,3,20000,3,10.65,0.25,3,653,0,1
24,0,0,25992,3,2,5000,4,16.29,0.19,3,612,0,0
23,0,1,79348,0,3,20000,3,10.37,0.25,2,703,0,1
23,1,1,78597,1,3,20000,5,11.49,0.25,3,596,0,1
24,1,3,26216,0,2,10000,5,10.59,0.38,4,586,1,0
25,1,4,26133,4,2,5375,5,13.49,0.21,2,650,1,0
26,0,1,71856,6,3,20000,4,11.01,0.28,4,610,0,1
23,1,4,72259,2,3,20000,1,12.29,0.28,4,650,0,1
21,0,1,25869,0,0,3500,0,17.27,0.14,2,579,0,1
26,1,0,79098,2,3,20000,0,11.99,0.25,2,534,0,1
25,0,0,71754,4,3,20000,4,14.84,0.28,2,540,0,1
23,1,3,71688,0,3,20000,0,10.83,0.28,2,584,0,1
23,0,0,79539,5,3,20000,0,13.22,0.25,2,584,0,1
22,0,3,81282,1,3,20000,1,12.18,0.25,2,639,0,0
23,1,1,81580,1,3,20000,3,11.11,0.25,2,607,1,0
24,0,4,81639,4,3,20000,2,13.48,0.24,2,681,0,0
26,1,3,82432,6,3,20000,1,10.75,0.24,4,710,0,0
25,1,3,82737,4,3,20000,4,12.53,0.24,4,634,1,0
24,1,3,75890,2,3,20000,0,14.84,0.26,4,595,0,1
23,1,1,84428,1,3,20000,5,17.74,0.24,2,707,1,0
25,1,1,85061,1,3,20000,2,9.99,0.24,2,627,1,0
22,1,1,84791,0,3,20000,4,6.91,0.24,4,592,1,0
25,0,1,77982,6,3,20000,2,11.01,0.26,4,699,0,1
25,1,3,86325,2,3,20000,4,14.09,0.23,2,566,1,0
22,1,3,26244,0,0,3000,0,11.49,0.11,3,667,1,0
23,0,3,86183,1,3,20000,1,14.09,0.23,3,638,0,0
23,0,0,67625,0,3,20000,3,15.2,0.3,4,620,0,1
24,1,3,87261,1,3,20000,3,11.83,0.23,2,667,1,0
24,0,1,25826,4,1,6000,4,12.21,0.23,2,655,0,0
23,1,0,80180,0,3,20000,5,14.11,0.25,3,666,0,1
22,1,3,80179,0,3,20000,0,14.42,0.25,2,655,0,1
24,1,3,87458,3,3,20000,2,14.74,0.23,3,604,1,0
24,0,4,89922,0,3,20000,2,12.69,0.22,3,672,1,0
22,0,1,26137,0,0,1625,0,16.89,0.06,3,596,0,1
25,1,3,91179,0,3,20000,0,11.01,0.22,4,658,1,0
21,1,0,26112,0,0,4500,2,11.01,0.17,2,608,0,1
25,1,1,26559,2,0,8500,5,9.63,0.32,4,686,1,0
24,0,0,91001,0,3,20000,2,8.88,0.22,3,687,0,0
26,0,1,90978,3,3,20000,3,6.91,0.22,4,652,1,0
26,0,1,90805,4,3,20000,1,11.01,0.22,3,603,0,0
25,0,0,91130,0,3,20000,4,10.38,0.22,3,622,1,0
22,1,3,83759,1,3,20000,0,10.99,0.24,4,660,0,1
22,1,4,91033,1,3,20000,5,11.01,0.22,2,572,1,0
21,0,1,26887,0,0,7575,4,11.01,0.28,3,641,1,0
26,0,1,26792,4,2,5200,1,12.42,0.19,3,674,0,0
24,1,1,83573,1,3,20000,2,14.82,0.24,4,693,0,1
23,0,1,91541,4,3,20000,4,16.32,0.22,3,628,0,0
23,0,0,72279,2,3,20000,3,16.0,0.28,3,688,0,1
23,1,0,92304,0,3,20000,3,10.37,0.22,3,635,1,0
26,1,4,85207,2,3,20000,0,13.16,0.23,3,662,0,1
24,0,0,85232,5,3,20000,5,14.88,0.23,4,652,0,1
22,0,0,93127,2,3,20000,0,13.98,0.21,4,619,1,0
26,1,4,86320,2,3,20000,2,13.36,0.23,2,655,0,1
21,0,3,26946,0,2,7125,5,6.99,0.26,3,653,0,0
22,0,3,26711,0,0,4025,1,5.42,0.15,4,565,1,0
24,1,1,26769,2,0,8000,3,5.42,0.3,2,613,1,0
26,0,1,94812,4,3,20000,2,13.85,0.21,4,663,0,0
22,0,0,27119,0,0,4000,4,12.99,0.15,2,540,1,0
26,1,1,27046,5,2,4200,3,9.99,0.16,3,598,1,0
22,0,1,26902,4,0,1400,5,11.01,0.05,2,653,1,0
123,1,1,94723,100,3,20000,5,11.01,0.21,4,714,1,0
23,0,3,74473,0,3,20000,3,11.14,0.27,2,460,0,1
21,1,1,27072,0,0,3800,0,5.99,0.14,2,643,0,0
24,0,4,87447,6,3,20000,0,11.01,0.23,4,632,0,1
23,0,3,94310,0,3,20000,5,11.58,0.21,3,578,0,0
23,1,4,95354,2,3,20000,3,13.85,0.21,4,642,1,0
23,1,4,96236,0,3,20000,1,16.89,0.21,4,688,0,0
23,1,4,96969,2,3,20000,3,7.9,0.21,4,696,0,0
23,0,0,27201,0,2,6000,5,12.68,0.22,4,527,1,0
22,1,0,76808,0,3,20000,3,14.91,0.26,4,611,0,1
24,1,3,97157,0,3,20000,5,13.06,0.21,4,545,1,0
25,1,3,96773,3,3,20000,1,8.88,0.21,4,644,1,0
23,1,1,26954,0,0,2000,1,6.17,0.07,4,511,1,0
22,0,3,96673,1,3,20000,1,13.98,0.21,4,616,1,0
22,1,3,26872,3,2,8500,5,6.54,0.32,4,656,0,0
26,1,1,76420,2,3,20000,3,13.85,0.26,3,656,0,1
26,0,0,27097,2,0,1000,2,10.36,0.04,3,581,1,0
25,1,3,89914,7,3,20000,4,15.95,0.22,4,477,0,1
25,1,0,96778,2,3,20000,2,14.26,0.21,4,664,0,0
23,0,3,97783,0,3,20000,3,11.71,0.2,2,563,1,0
22,0,1,98255,0,3,20000,0,13.49,0.2,4,623,1,0
24,1,4,26747,1,0,2000,0,14.84,0.07,2,704,0,1
22,0,1,99459,0,3,20000,1,11.01,0.2,2,691,0,0
23,0,0,92036,2,3,20000,2,15.05,0.22,4,648,0,1
22,1,4,93070,0,3,20000,1,13.79,0.21,4,662,0,1
24,0,3,101201,6,3,20000,1,13.48,0.2,3,569,0,0
26,0,1,26764,4,2,3000,5,6.76,0.11,2,642,0,0
23,1,4,102232,1,3,20000,4,11.11,0.2,4,663,1,0
25,0,1,101849,3,3,20000,1,13.92,0.2,2,627,1,0
23,0,1,26678,1,2,4400,1,12.53,0.16,2,610,1,0
21,1,1,27041,0,0,10000,0,11.14,0.37,2,534,1,0
24,0,4,95807,5,3,20000,2,14.11,0.21,2,678,0,1
23,0,1,103275,0,3,20000,3,7.49,0.19,2,597,1,0
25,1,3,103166,3,3,20000,0,10.25,0.19,3,653,1,0
26,1,1,88672,2,3,20000,4,12.53,0.23,2,571,0,1
21,0,3,27289,0,0,1500,4,11.86,0.05,3,659,1,0
23,1,1,27174,0,2,9000,5,7.88,0.33,3,619,1,0
25,0,0,102975,0,3,20000,2,11.01,0.19,2,663,0,0
24,1,0,27558,0,0,4000,5,11.01,0.15,2,621,1,0
22,0,0,105649,1,3,20000,0,13.85,0.19,4,575,1,0
23,1,3,27887,0,2,6000,4,13.23,0.22,4,477,1,0
22,0,0,109017,1,3,20000,4,11.01,0.18,4,639,1,0
23,1,3,94566,1,3,20000,2,18.25,0.21,2,611,0,1
24,0,1,109178,1,3,20000,0,6.54,0.18,3,630,0,0
23,1,4,108836,0,3,20000,3,11.49,0.18,4,560,1,0
26,1,4,109089,5,3,20000,3,11.49,0.18,3,537,1,0
22,0,1,27472,1,0,7000,1,11.71,0.25,2,694,0,0
23,1,4,109061,0,3,20000,0,13.57,0.18,4,657,1,0
25,1,3,110319,1,3,20000,1,14.35,0.18,3,572,1,0
26,1,1,27309,1,0,3825,0,10.65,0.14,4,618,1,0
22,0,1,111365,1,3,20000,5,15.65,0.18,2,649,0,0
22,1,0,27358,0,0,6500,5,11.01,0.24,4,496,1,0
25,0,1,27570,0,0,5875,1,6.62,0.21,2,680,0,1
25,1,0,111834,1,3,20000,3,9.25,0.18,2,606,1,0
22,1,3,27122,2,0,2400,3,11.71,0.09,3,612,1,0
24,1,1,27730,0,0,8000,4,5.42,0.29,4,477,1,0
26,0,1,113057,0,3,20000,0,9.45,0.18,4,606,1,0
23,1,1,27666,0,0,1550,0,7.49,0.06,2,658,0,1
22,1,0,114267,0,3,20000,4,11.01,0.18,2,602,1,0
23,1,1,100420,4,3,20000,0,11.01,0.2,2,571,0,1
23,1,3,115130,4,3,20000,1,10.99,0.17,2,701,0,0
24,0,1,114976,3,3,20000,2,11.01,0.17,3,665,0,0
21,1,1,27648,0,2,7350,5,7.66,0.27,2,635,1,0
23,0,1,116295,0,3,20000,3,13.04,0.17,3,643,1,0
22,1,0,27385,3,0,7200,4,7.14,0.26,2,636,0,0
22,0,0,103798,0,3,20000,5,15.65,0.19,4,645,0,1
22,0,1,118565,0,3,20000,1,11.83,0.17,4,575,1,0
24,0,1,27463,0,2,3000,0,16.0,0.11,2,647,1,0
